Model,Accuracy_fold_1,Accuracy_fold_2,Accuracy_fold_3,Accuracy_fold_4,Accuracy_fold_5,F1_fold_1,F1_fold_2,F1_fold_3,F1_fold_4,F1_fold_5,AUC_fold_1,AUC_fold_2,AUC_fold_3,AUC_fold_4,AUC_fold_5,Accuracy Mean,F1 Mean,AUC Mean,AUC Std. Dev,AUC 95% CI
Decision Tree 2,0.9745762711864406,0.9661016949152542,0.9858757062146892,0.9887005649717514,0.963276836158192,0.0,0.0,0.0,0.0,0.0,0.4985549132947977,0.5,0.5,0.5,0.5,0.9757062146892654,0.0,0.4997109826589595,0.0006462624212427197,"(np.float64(0.499), np.float64(0.5))"
Decision Tree 3,0.9745762711864406,0.9661016949152542,0.9858757062146892,0.9887005649717514,0.963276836158192,0.0,0.0,0.0,0.0,0.0,0.526192196531792,0.6600877192982457,0.45272206303724927,0.5664285714285715,0.7200541394089781,0.9757062146892654,0.0,0.5850969379409673,0.10627611148695452,"(np.float64(0.492), np.float64(0.678))"
Decision Tree 4,0.9745762711864406,0.9661016949152542,0.9774011299435028,0.9887005649717514,0.963276836158192,0.18181818181818182,0.0,0.0,0.0,0.0,0.6298771676300579,0.6600877192982457,0.5650429799426934,0.5142857142857142,0.6997518610421837,0.9740112994350282,0.03636363636363636,0.613809088439779,0.07427834534126927,"(np.float64(0.549), np.float64(0.679))"
Decision Tree 5,0.9745762711864406,0.9661016949152542,0.9774011299435028,0.9858757062146892,0.963276836158192,0.18181818181818182,0.0,0.0,0.0,0.0,0.6334898843930636,0.6331627680311891,0.617191977077364,0.48607142857142854,0.6614031130160163,0.9734463276836157,0.03636363636363636,0.6062638342178124,0.06904851409742904,"(np.float64(0.546), np.float64(0.667))"
Decision Tree 6,0.9745762711864406,0.9661016949152542,0.9774011299435028,0.9887005649717514,0.9576271186440678,0.18181818181818182,0.0,0.0,0.0,0.0,0.6533598265895953,0.5665204678362573,0.43782234957020055,0.5278571428571428,0.6593728851793368,0.9728813559322033,0.03636363636363636,0.5689865344065066,0.09245309156156489,"(np.float64(0.488), np.float64(0.65))"
Decision Tree 7,0.9717514124293786,0.9661016949152542,0.9717514124293786,0.980225988700565,0.96045197740113,0.2857142857142857,0.0,0.0,0.0,0.0,0.6419797687861273,0.6002680311890838,0.4472779369627507,0.6110714285714286,0.683510038348748,0.9700564971751412,0.05714285714285714,0.5968214407716277,0.08962754627929523,"(np.float64(0.518), np.float64(0.675))"
Logistic Regression 0.5,0.9774011299435028,0.9661016949152542,0.980225988700565,0.9887005649717514,0.963276836158192,0.0,0.0,0.0,0.0,0.0,0.7030346820809249,0.6537524366471735,0.6297994269340974,0.5221428571428571,0.6253101736972705,0.975141242937853,0.0,0.6268079153004648,0.06614849577901487,"(np.float64(0.569), np.float64(0.685))"
Logistic Regression 0.3,0.9717514124293786,0.9661016949152542,0.9661016949152542,0.9830508474576272,0.963276836158192,0.0,0.0,0.0,0.0,0.0,0.7030346820809249,0.6537524366471735,0.6297994269340974,0.5221428571428571,0.6253101736972705,0.9700564971751412,0.0,0.6268079153004648,0.06614849577901487,"(np.float64(0.569), np.float64(0.685))"
Logistic Regression 0.03,0.022598870056497175,0.03389830508474576,0.014124293785310734,0.011299435028248588,0.03672316384180791,0.04419889502762431,0.06557377049180328,0.027855153203342618,0.0223463687150838,0.07084468664850137,0.7030346820809249,0.6537524366471735,0.6297994269340974,0.5221428571428571,0.6253101736972705,0.02372881355932203,0.046163774817271075,0.6268079153004648,0.06614849577901487,"(np.float64(0.569), np.float64(0.685))"
Logistic Regression 0.01,0.022598870056497175,0.03389830508474576,0.014124293785310734,0.011299435028248588,0.03672316384180791,0.04419889502762431,0.06557377049180328,0.027855153203342618,0.0223463687150838,0.07084468664850137,0.7030346820809249,0.6537524366471735,0.6297994269340974,0.5221428571428571,0.6253101736972705,0.02372881355932203,0.046163774817271075,0.6268079153004648,0.06614849577901487,"(np.float64(0.569), np.float64(0.685))"
