Model,Accuracy_fold_1,Accuracy_fold_2,Accuracy_fold_3,Accuracy_fold_4,Accuracy_fold_5,F1_fold_1,F1_fold_2,F1_fold_3,F1_fold_4,F1_fold_5,AUC_fold_1,AUC_fold_2,AUC_fold_3,AUC_fold_4,AUC_fold_5,Accuracy Mean,F1 Mean,AUC Mean,AUC Std. Dev,AUC 95% CI
Decision Tree 2,0.9746478873239437,0.9664804469273743,0.9829545454545454,0.9829059829059829,0.9689265536723164,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.4971014492753623,0.9751830832568326,0.0,0.4994202898550725,0.0012962712913042267,"(np.float64(0.498), np.float64(0.501))"
Decision Tree 3,0.9746478873239437,0.9664804469273743,0.9829545454545454,0.9829059829059829,0.9689265536723164,0.0,0.0,0.0,0.0,0.0,0.6103082851637764,0.6919556840077071,0.7008670520231213,0.6202898550724637,0.6120772946859903,0.9751830832568326,0.0,0.6470996341906117,0.04528226007368857,"(np.float64(0.607), np.float64(0.687))"
Decision Tree 4,0.9746478873239437,0.9664804469273743,0.9829545454545454,0.9829059829059829,0.9689265536723164,0.0,0.0,0.0,0.0,0.0,0.6435452793834295,0.6750963391136802,0.6859344894026975,0.6335748792270531,0.640901771336554,0.9751830832568326,0.0,0.655810551692683,0.023165313434804498,"(np.float64(0.636), np.float64(0.676))"
Decision Tree 5,0.9633802816901409,0.9664804469273743,0.9772727272727273,0.9458689458689459,0.943502824858757,0.23529411764705882,0.0,0.0,0.09523809523809523,0.16666666666666666,0.6014771997430957,0.7245905587668593,0.6958092485549132,0.7016908212560387,0.6322061191626409,0.9593010453235891,0.09943977591036415,0.6711547894967096,0.0518836160536661,"(np.float64(0.626), np.float64(0.717))"
Decision Tree 6,0.9492957746478873,0.9329608938547486,0.9715909090909091,0.9572649572649573,0.943502824858757,0.1,0.07692307692307693,0.0,0.0,0.0,0.5407835581245986,0.5484104046242774,0.6486030828516377,0.6599033816425119,0.6473429951690821,0.9509230719434519,0.03538461538461539,0.6090086844824215,0.05906421366903524,"(np.float64(0.557), np.float64(0.661))"
Decision Tree 7,0.9577464788732394,0.9581005586592178,0.96875,0.9572649572649573,0.940677966101695,0.0,0.0,0.0,0.0,0.0,0.32096981374438016,0.5499759152215801,0.5096339113680154,0.6594202898550724,0.6797101449275362,0.9565079921798219,0.0,0.5439420150233168,0.14378653755394455,"(np.float64(0.418), np.float64(0.67))"
Logistic Regression 0.5,0.9633802816901409,0.9664804469273743,0.9801136363636364,0.98005698005698,0.9689265536723164,0.0,0.14285714285714285,0.0,0.2222222222222222,0.0,0.640655105973025,0.6201830443159924,0.788053949903661,0.7613526570048309,0.6570048309178743,0.9717915797420897,0.073015873015873,0.6934499176230767,0.07590170641296999,"(np.float64(0.627), np.float64(0.76))"
Logistic Regression 0.3,0.9323943661971831,0.9329608938547486,0.9517045454545454,0.9401709401709402,0.940677966101695,0.0,0.2,0.19047619047619047,0.08695652173913043,0.16,0.640655105973025,0.6201830443159924,0.788053949903661,0.7613526570048309,0.6570048309178743,0.9395817423558224,0.12748654244306418,0.6934499176230767,0.07590170641296999,"(np.float64(0.627), np.float64(0.76))"
Logistic Regression 0.03,0.02535211267605634,0.0335195530726257,0.017045454545454544,0.017094017094017096,0.025423728813559324,0.04945054945054945,0.06486486486486487,0.0335195530726257,0.03361344537815126,0.049586776859504134,0.640655105973025,0.6201830443159924,0.788053949903661,0.7613526570048309,0.6570048309178743,0.0236869732403426,0.046207037925139076,0.6934499176230767,0.07590170641296999,"(np.float64(0.627), np.float64(0.76))"
Logistic Regression 0.01,0.02535211267605634,0.0335195530726257,0.017045454545454544,0.017094017094017096,0.025423728813559324,0.04945054945054945,0.06486486486486487,0.0335195530726257,0.03361344537815126,0.049586776859504134,0.640655105973025,0.6201830443159924,0.788053949903661,0.7613526570048309,0.6570048309178743,0.0236869732403426,0.046207037925139076,0.6934499176230767,0.07590170641296999,"(np.float64(0.627), np.float64(0.76))"
